,IdJuego,categories
639,33900,Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor
640,33930,Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor
641,33950,Single-player
642,33980,Single-player;Steam Achievements;Steam Cloud;Stats
643,33990,Single-player;Steam Cloud
644,34010,Single-player
645,34030,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats
646,34190,Single-player
647,34410,Single-player;Steam Cloud
648,34420,Single-player;Multi-player;Steam Cloud;Includes level editor
649,34500,Single-player;Steam Achievements
650,34600,Single-player
651,34630,Single-player
652,34640,Single-player
653,34800,Single-player
654,34810,Single-player
655,34820,Single-player;Multi-player
656,34830,Single-player;Multi-player;Steam Achievements;Partial Controller Support
657,34870,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Leaderboards
658,34900,Single-player;Steam Achievements;Steam Trading Cards
659,34920,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
660,35000,Single-player
661,35070,Single-player
662,35130,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards
663,35140,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
664,35300,Single-player
665,35310,Single-player
666,35320,Single-player;Multi-player;Steam Achievements
667,35450,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Includes level editor
668,35460,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards
669,35480,Single-player;Steam Achievements;Stats;Steam Leaderboards
670,35600,Single-player;Steam Achievements
671,35700,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor
672,35720,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor
673,35800,Single-player;Partial Controller Support
674,36000,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
675,36100,Single-player
676,36130,Single-player
677,36180,Single-player
678,36210,Single-player
679,36240,Single-player
680,36300,Single-player
681,36310,Single-player
682,36320,Single-player
683,36900,Single-player;Multi-player;Co-op;Partial Controller Support
684,36910,Single-player;Multi-player;Co-op
685,37000,Single-player;Steam Trading Cards
686,37010,Single-player
687,37030,Single-player
688,37100,Single-player
689,37210,Single-player
690,37220,Single-player
691,37230,Single-player
692,37240,Single-player
693,37260,Single-player
694,37270,Single-player
695,37280,Single-player
696,37300,Single-player
697,37310,Single-player
698,37320,Single-player
699,37330,Single-player
700,37340,Single-player
701,37370,Single-player
702,37380,Single-player
703,37390,Single-player
704,37400,Single-player
705,37500,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards
706,37600,Single-player
707,37700,Single-player;Partial Controller Support
708,37800,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards
709,37960,Single-player
710,38000,Single-player
711,38070,Single-player
712,38080,Single-player
713,38090,Single-player
714,38100,Single-player
715,38110,Single-player
716,38120,Single-player
717,38130,Single-player
718,38140,Single-player
719,38150,Single-player
720,38160,Single-player
721,38170,Single-player
722,38180,Single-player
723,38190,Single-player
724,38210,Single-player;Multi-player
725,38230,Single-player;Steam Achievements;Steam Cloud;Stats
726,38400,Single-player;Steam Cloud
727,38410,Single-player;Steam Cloud
728,38420,Single-player;Multi-player;Steam Cloud
729,38430,Single-player;Multi-player
730,38450,Single-player
731,38460,Single-player
732,38490,Single-player
733,38600,Single-player;Steam Achievements;Steam Trading Cards
734,38700,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Includes level editor
735,38720,Single-player;Steam Achievements;Steam Cloud
736,38740,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
737,39000,Single-player;Multi-player;Co-op;Valve Anti-Cheat enabled;Stats;Steam Leaderboards
738,39110,Single-player;Steam Achievements
739,39120,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases
740,39140,Single-player;Steam Achievements;Partial Controller Support
741,39150,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
742,39190,Single-player
743,39200,Single-player
744,39210,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support
745,39500,Single-player
746,39510,Single-player
747,39520,Single-player;Multi-player
748,39540,Single-player
749,39560,Single-player;Multi-player
750,39630,Single-player;Multi-player
751,39640,Single-player
752,39650,Single-player
753,39660,Single-player
754,39670,Single-player;Multi-player
755,39680,Single-player
756,39690,Single-player
757,39800,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
758,39900,Single-player;Full controller support;Partial Controller Support
759,40100,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards
760,40200,Single-player
761,40210,Single-player
762,40300,Single-player;Steam Trading Cards
763,40320,Single-player;Multi-player
764,40330,Single-player
765,40340,Single-player
766,40350,Single-player
767,40380,Single-player;Partial Controller Support
768,40390,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats
769,40400,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards
770,40420,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Includes level editor
771,40500,Single-player;Multi-player;Steam Achievements;Steam Cloud
772,40700,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
773,40720,Single-player
774,40930,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
775,40950,Single-player;Multi-player;Steam Trading Cards;Steam Cloud;Includes level editor
776,40970,Single-player;Multi-player;Steam Trading Cards;Steam Cloud;Includes level editor
777,40980,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor
778,40990,Single-player
779,41000,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
780,41070,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor
781,41100,Single-player
782,41300,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Includes level editor
783,41400,Single-player;Multi-player
784,41500,Single-player;Steam Achievements;Steam Cloud;Includes level editor
785,41600,Single-player
786,41660,Single-player
787,41680,Single-player
788,41700,Single-player;Multi-player
789,41740,Single-player;Steam Achievements;Steam Leaderboards
790,41800,Single-player;Multi-player;Steam Trading Cards
791,41900,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
792,42000,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
793,42120,Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards
794,42140,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
795,42170,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud
796,42210,Single-player
797,42220,Single-player
798,42230,Single-player
799,42500,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards
800,42670,Single-player;Multi-player
801,42700,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Valve Anti-Cheat enabled
802,42810,Single-player;Multi-player
803,42850,Single-player;Multi-player
804,42890,Single-player;Multi-player;Online Multi-Player
805,42910,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
806,42920,Single-player;Multi-player
807,42930,Single-player;Steam Cloud
808,42940,Single-player;Steam Cloud
809,42950,Single-player;Steam Cloud
810,42960,Single-player;Multi-player;Steam Trading Cards
811,42980,Multi-player
812,42990,Multi-player
813,43000,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
814,43100,Single-player
815,43190,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards
816,43500,Single-player
817,43600,Single-player;Steam Achievements
818,44100,Single-player;Multi-player;Steam Achievements;Partial Controller Support
819,44350,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards
820,44360,Single-player;Multi-player;Co-op
821,44600,Single-player;Multi-player
822,44680,Single-player;Multi-player
823,44690,Single-player;Multi-player
824,45000,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
825,45100,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
826,45300,Single-player;Steam Achievements;Partial Controller Support
827,45400,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
828,45410,Single-player;Multi-player
829,45420,Single-player;Steam Achievements;Partial Controller Support
830,45450,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards
831,45700,Single-player;Full controller support
832,45710,Single-player;Partial Controller Support
833,45720,Single-player;Multi-player;Cross-Platform Multiplayer;Partial Controller Support
834,45730,Single-player;Steam Achievements;Full controller support;Steam Leaderboards
835,45740,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
836,45750,Single-player;Multi-player;Co-op;Partial Controller Support
837,45760,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
838,45770,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
839,46000,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
840,46200,Single-player;Partial Controller Support;Steam Cloud
841,46250,Single-player;Multi-player;Steam Cloud;Includes level editor
842,46260,Single-player;Steam Trading Cards;Steam Cloud
843,46270,Single-player;Steam Cloud
844,46280,Single-player
845,46290,Single-player;Multi-player;Steam Cloud;Includes level editor
846,46340,Single-player;Multi-player;Steam Cloud;Includes level editor
847,46350,Single-player;Steam Cloud
848,46360,Single-player;Multi-player;Steam Cloud;Includes level editor
849,46370,Single-player;Steam Cloud
850,46380,Single-player;Steam Cloud
851,46400,Single-player;Co-op
852,46410,Single-player
853,46440,Single-player;Multi-player;Shared/Split Screen
854,46450,Single-player;Steam Achievements
855,46480,Single-player
856,46490,Single-player
857,46500,Single-player;Steam Trading Cards
858,46510,Single-player;Steam Trading Cards
859,46520,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
860,46540,Single-player;Multi-player;Co-op;Steam Trading Cards
861,46550,Single-player
862,46570,Single-player
863,46600,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
864,46700,Single-player
865,46710,Single-player
866,46720,Single-player;Multi-player
867,46730,Single-player
868,46740,Single-player
869,46750,Single-player;Steam Trading Cards
870,46760,Single-player
871,46770,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Includes level editor
872,46790,Single-player;Shared/Split Screen
873,46830,Single-player
874,46840,Single-player
875,46850,Single-player
876,47110,Single-player
877,47120,Single-player
878,47130,Single-player
879,47400,Single-player;Multi-player;Steam Trading Cards;Includes level editor
880,47410,Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards
881,47700,Single-player;Multi-player
882,47730,Single-player
883,47780,Single-player;Multi-player;Partial Controller Support
884,47790,Single-player;Multi-player
885,47800,Single-player;Multi-player;Steam Achievements;Partial Controller Support
886,47810,Single-player
887,47870,Single-player;Multi-player
888,47890,Single-player
889,47920,Single-player;Multi-player
890,48000,Single-player;Steam Achievements;Full controller support;Steam Cloud
891,48110,Single-player;Multi-player;Co-op
892,48150,Single-player
893,48190,Single-player;Multi-player;Partial Controller Support
